name,team,pos,pass_td,rush_td,rec_td,fg,pat,dst_td,safety,confidence,source,notes
Tyquan Thornton,KC,WR,0.0,0.0,2.89,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Jalen Coker,CAR,WR,0.0,0.0,3.53,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Chigoziem Okonkwo,WAS,TE,0.0,0.0,3.3,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Kenyon Sadiq,NYJ,TE,0.0,0.0,2.63,0.0,0.0,0.0,0.0,HIGH,"Vegas team budget, share from projections",
Dalton Schultz,HOU,TE,0.0,0.0,3.17,0.0,0.0,0.0,0.0,HIGH,"Vegas team budget, share from projections",
Denzel Boston,CLE,WR,0.0,0.0,3.67,0.0,0.0,0.0,0.0,HIGH,POSTED LINE (draftkings 3.5),
Colby Parkinson,LAR,TE,0.0,0.0,2.99,0.0,0.0,0.0,0.0,HIGH,"Vegas team budget, share from projections",
Greg Dulcich,MIA,TE,0.0,0.0,3.72,0.0,0.0,0.0,0.0,MEDIUM,"Vegas team budget, share from projections",
Dontayvion Wicks,PHI,WR,0.0,0.0,3.16,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Juwan Johnson,NO,TE,0.0,0.0,3.54,0.0,0.0,0.0,0.0,HIGH,"Vegas team budget, share from projections",
T.J. Hockenson,MIN,TE,0.0,0.0,3.14,0.0,0.0,0.0,0.0,HIGH,"Vegas team budget, share from projections",
Germie Bernard,PIT,WR,0.0,0.16,3.91,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Dawson Knox,BUF,TE,0.0,0.0,2.71,0.0,0.0,0.0,0.0,HIGH,"Vegas team budget, share from projections",
Ryan Flournoy,DAL,WR,0.0,0.1,3.2,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Keon Coleman,BUF,WR,0.0,0.0,2.62,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Tre Tucker,LV,WR,0.0,0.32,3.01,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Cooper Kupp,SEA,WR,0.0,0.0,2.6,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Kayshon Boutte,HOU,WR,0.0,0.0,2.96,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Jerry Jeudy,CLE,WR,0.0,0.0,2.31,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Keenan Allen,IND,WR,0.0,0.0,4.67,0.0,0.0,0.0,0.0,HIGH,POSTED LINE (draftkings 4.5),
Jordyn Tyson,NO,WR,0.0,0.0,3.3,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Xavier Legette,CAR,WR,0.0,0.12,3.06,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Jaylin Noel,HOU,WR,0.0,0.09,2.64,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Wan'Dale Robinson,TEN,WR,0.0,0.14,3.51,0.0,0.0,0.0,0.0,HIGH,"Vegas team budget, share from projections",
Tank Dell,HOU,WR,0.0,0.18,2.53,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Tre' Harris,LAC,WR,0.0,0.0,2.39,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Antonio Williams,WAS,WR,0.0,0.21,2.53,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Omar Cooper Jr.,NYJ,WR,0.0,0.11,3.67,0.0,0.0,0.0,0.0,HIGH,POSTED LINE (draftkings 3.5),
Jahan Dotson,ATL,WR,0.0,0.0,2.3,0.0,0.0,0.0,0.0,LOW,"Vegas team budget, share from projections",
Jason Myers,SEA,K,0.0,0.0,0.0,39.0,37.86,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,Led NFL 43 FGM 2025 on 48 FGA
Ka'imi Fairbairn,HOU,K,0.0,0.0,0.0,39.0,33.16,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,Best FG-lean in league; HOU led NFL 52 FGA
Brandon Aubrey,DAL,K,0.0,0.0,0.0,35.0,41.88,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,
Blake Grupe,IND,K,0.0,0.0,0.0,34.0,37.63,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,Shrader listed as backup
Cameron Dicker,LAC,K,0.0,0.0,0.0,35.0,38.92,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,92.7 pct in 2025; strong FG lean
Jake Bates,DET,K,0.0,0.0,0.0,31.0,45.71,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,XP-heavy; TD offense caps him
Cairo Santos,CHI,K,0.0,0.0,0.0,32.0,41.22,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,39 FGA in 2025
Will Reichard,MIN,K,0.0,0.0,0.0,33.0,35.4,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,94.3 pct in 2025
Chase McLaughlin,TB,K,0.0,0.0,0.0,33.0,38.13,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,
Harrison Mevis,LAR,K,0.0,0.0,0.0,29.0,47.8,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,Most TD-heavy K; LAR led NFL RZ trips
Harrison Butker,KC,K,0.0,0.0,0.0,33.0,39.97,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,Strong FG lean
Tyler Loop,BAL,K,0.0,0.0,0.0,29.0,45.42,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,Year 2; BAL 11.5 win total
Cam Little,JAX,K,0.0,0.0,0.0,29.0,39.71,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,
Wil Lutz,DEN,K,0.0,0.0,0.0,30.0,36.38,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,
Evan McPherson,CIN,K,0.0,0.0,0.0,29.0,45.83,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,Only 28 FGA in 2025
Eddy Pineiro,SF,K,0.0,0.0,0.0,31.0,42.99,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,
Nick Folk,ATL,K,0.0,0.0,0.0,30.0,34.05,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,Age risk
Daniel Carlson,NO,K,0.0,0.0,0.0,30.0,35.05,0.0,0.0,LOW,Vegas team total -> FG/XP budget,Published projections stale (built on Smyth); NO 42 FGA at 71.4 pct = upside
Trey Smack,GB,K,0.0,0.0,0.0,29.0,43.57,0.0,0.0,LOW,Vegas team total -> FG/XP budget,Rookie 6th rounder
Jason Sanders,NYJ,K,0.0,0.0,0.0,29.0,28.53,0.0,0.0,HIGH,Vegas team total -> FG/XP budget,Won job; York waived
Tyler Bass,BUF,K,0.0,0.0,0.0,26.0,46.79,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,TRAP: BUF had fewest FGA in NFL (21) in 2025
Joey Slye,TEN,K,0.0,0.0,0.0,29.0,33.38,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,
Andres Borregales,NE,K,0.0,0.0,0.0,26.0,41.78,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,
Drew Stevens,WAS,K,0.0,0.0,0.0,27.0,41.37,0.0,0.0,LOW,Vegas team total -> FG/XP budget,Rookie
Riley Patterson,MIA,K,0.0,0.0,0.0,27.0,30.54,0.0,0.0,LOW,Vegas team total -> FG/XP budget,Zane Gonzalez on roster
Jake Elliott,PHI,K,0.0,0.0,0.0,26.0,42.17,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,74.1 pct in 2025 (worst); PHI best RZ TD pct
Chad Ryland,ARI,K,0.0,0.0,0.0,26.0,29.83,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,ARI 4.5 win total
Giants Kicker,NYG,K,0.0,0.0,0.0,27.0,37.62,0.0,0.0,LOW,Vegas team total -> FG/XP budget,Open battle Sauls vs Zvada; avoid
Chris Boswell,PIT,K,0.0,0.0,0.0,25.0,36.65,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,
Ryan Fitzgerald,CAR,K,0.0,0.0,0.0,24.0,36.03,0.0,0.0,LOW,Vegas team total -> FG/XP budget,
Matt Gay,LV,K,0.0,0.0,0.0,23.0,32.41,0.0,0.0,MEDIUM,Vegas team total -> FG/XP budget,LV 5.5 win total
Andre Szmyt,CLE,K,0.0,0.0,0.0,23.0,30.93,0.0,0.0,LOW,Vegas team total -> FG/XP budget,CLE 7.8 win total
Seahawks D/ST,SEA,DST,0.0,0.0,0.0,0.0,0.0,3.47,0.5,LOW,Model est. -- no market prices defensive TDs,Only team with 3+ def TD all 3 yrs; Tory Horton PR
Cowboys D/ST,DAL,DST,0.0,0.0,0.0,0.0,0.0,3.14,0.45,LOW,Model est. -- no market prices defensive TDs,KaVontae Turpin led NFL KR yds 2025
Texans D/ST,HOU,DST,0.0,0.0,0.0,0.0,0.0,2.79,0.65,LOW,Model est. -- no market prices defensive TDs,3 FR TD in 2025; elite pass rush; weak returns
Browns D/ST,CLE,DST,0.0,0.0,0.0,0.0,0.0,2.79,0.6,LOW,Model est. -- no market prices defensive TDs,3 INT TD on only 11 INTs; bad offense = more snaps
Broncos D/ST,DEN,DST,0.0,0.0,0.0,0.0,0.0,2.77,0.65,LOW,Model est. -- no market prices defensive TDs,Marvin Mims led PR yds 2025
Vikings D/ST,MIN,DST,0.0,0.0,0.0,0.0,0.0,2.77,0.6,LOW,Model est. -- no market prices defensive TDs,Led NFL forced fumbles 2025
Bills D/ST,BUF,DST,0.0,0.0,0.0,0.0,0.0,2.77,0.5,LOW,Model est. -- no market prices defensive TDs,Consistent 2-3 def TD/yr
Jaguars D/ST,JAX,DST,0.0,0.0,0.0,0.0,0.0,2.63,0.55,LOW,Model est. -- no market prices defensive TDs,Parker Washington 3 PR TD in 2 yrs
Falcons D/ST,ATL,DST,0.0,0.0,0.0,0.0,0.0,2.6,0.5,LOW,Model est. -- no market prices defensive TDs,4 def TD in 2024; Branch return upside
Patriots D/ST,NE,DST,0.0,0.0,0.0,0.0,0.0,2.47,0.5,LOW,Model est. -- no market prices defensive TDs,Marcus Jones 2 PR TD 2025; best PR unit
Steelers D/ST,PIT,DST,0.0,0.0,0.0,0.0,0.0,2.45,0.6,LOW,Model est. -- no market prices defensive TDs,3 def TD 2025
Raiders D/ST,LV,DST,0.0,0.0,0.0,0.0,0.0,2.45,0.55,LOW,Model est. -- no market prices defensive TDs,5 def TD in 2023 then 1 then 0
Colts D/ST,IND,DST,0.0,0.0,0.0,0.0,0.0,2.45,0.5,LOW,Model est. -- no market prices defensive TDs,
Ravens D/ST,BAL,DST,0.0,0.0,0.0,0.0,0.0,2.43,0.55,LOW,Model est. -- no market prices defensive TDs,Steady 1-2/yr
Bears D/ST,CHI,DST,0.0,0.0,0.0,0.0,0.0,2.43,0.5,LOW,Model est. -- no market prices defensive TDs,Led NFL 23 INTs 2025
Jets D/ST,NYJ,DST,0.0,0.0,0.0,0.0,0.0,2.3,0.45,LOW,Model est. -- no market prices defensive TDs,Best return duo; defense contributes nothing
Titans D/ST,TEN,DST,0.0,0.0,0.0,0.0,0.0,2.3,0.4,LOW,Model est. -- no market prices defensive TDs,Chimere Dike 2 PR TD 2025; pure return play
New Orleans D/ST,NO,DST,0.0,0.0,0.0,0.0,0.0,2.28,0.45,LOW,Model est. -- no market prices defensive TDs,3 def TD 2025
Giants D/ST,NYG,DST,0.0,0.0,0.0,0.0,0.0,2.27,0.6,LOW,Model est. -- no market prices defensive TDs,Elite pass rush drives safeties
Bengals D/ST,CIN,DST,0.0,0.0,0.0,0.0,0.0,2.27,0.45,LOW,Model est. -- no market prices defensive TDs,Charlie Jones KR TD in both 2024 and 2025
Dolphins D/ST,MIA,DST,0.0,0.0,0.0,0.0,0.0,2.27,0.4,LOW,Model est. -- no market prices defensive TDs,0 def TD in 2024 AND 2025
Panthers D/ST,CAR,DST,0.0,0.0,0.0,0.0,0.0,2.12,0.45,LOW,Model est. -- no market prices defensive TDs,
Buccaneers D/ST,TB,DST,0.0,0.0,0.0,0.0,0.0,2.12,0.45,LOW,Model est. -- no market prices defensive TDs,
Chiefs D/ST,KC,DST,0.0,0.0,0.0,0.0,0.0,2.1,0.5,LOW,Model est. -- no market prices defensive TDs,0 def TD in 2025; low variance
Eagles D/ST,PHI,DST,0.0,0.0,0.0,0.0,0.0,2.03,0.6,LOW,Model est. -- no market prices defensive TDs,TRAP: great real defense but no return game
49ers D/ST,SF,DST,0.0,0.0,0.0,0.0,0.0,1.95,0.55,LOW,Model est. -- no market prices defensive TDs,Exactly 1 def TD each of last 3 yrs
Cardinals D/ST,ARI,DST,0.0,0.0,0.0,0.0,0.0,1.95,0.5,LOW,Model est. -- no market prices defensive TDs,
Rams D/ST,LAR,DST,0.0,0.0,0.0,0.0,0.0,1.87,0.5,LOW,Model est. -- no market prices defensive TDs,Weak returners
Lions D/ST,DET,DST,0.0,0.0,0.0,0.0,0.0,1.78,0.45,LOW,Model est. -- no market prices defensive TDs,Only 2 def TD in 3 seasons
Commanders D/ST,WAS,DST,0.0,0.0,0.0,0.0,0.0,1.77,0.4,LOW,Model est. -- no market prices defensive TDs,1 def TD in 3 years
Packers D/ST,GB,DST,0.0,0.0,0.0,0.0,0.0,1.7,0.55,LOW,Model est. -- no market prices defensive TDs,0 def TD 2025; poor returner
Chargers D/ST,LAC,DST,0.0,0.0,0.0,0.0,0.0,1.62,0.5,LOW,Model est. -- no market prices defensive TDs,1 def TD in 3 seasons; 19 INTs to 0 INT TD
